COMPONENT	NUMBER OF GENES	BETA	BETA_STD	SE	P	BONFERONNI	DATASET	DISEASE_NAME
421	8	-0.0137	-0.000295	0.339	0.51608	0	CG	GIANT_BMI_HEIGHT
423	22	-0.196	-0.00702	0.184	0.85724	0	CG	GIANT_BMI_HEIGHT
424	16	0.0288	0.000879	0.21	0.44547	0	CG	GIANT_BMI_HEIGHT
431	5	-0.148	-0.00252	0.431	0.63417	0	CG	GIANT_BMI_HEIGHT
451	17	-0.311	-0.00976	0.23	0.9114	0	CG	GIANT_BMI_HEIGHT
454	26	0.147	0.00571	0.19	0.21943	0	CG	GIANT_BMI_HEIGHT
470	4	-0.175	-0.00268	0.654	0.60572	0	CG	GIANT_BMI_HEIGHT
477	20	0.024	0.000818	0.194	0.45078	0	CG	GIANT_BMI_HEIGHT
482	11	-0.594	-0.015	0.326	0.96579	0	CG	GIANT_BMI_HEIGHT
486	14	-0.208	-0.00593	0.256	0.79158	0	CG	GIANT_BMI_HEIGHT
491	16	0.024	0.000731	0.269	0.46447	0	CG	GIANT_BMI_HEIGHT
493	18	-0.13	-0.00419	0.215	0.72704	0	CG	GIANT_BMI_HEIGHT
28	14	0.0435	0.00124	0.243	0.42892	0	FF	GIANT_BMI_HEIGHT
34	16	-0.488	-0.0149	0.295	0.95137	0	FF	GIANT_BMI_HEIGHT
50	9	0.522	0.0119	0.321	0.05209	0	FF	GIANT_BMI_HEIGHT
52	15	0.551	0.0163	0.271	0.02094	0	FF	GIANT_BMI_HEIGHT
61	30	-0.0291	-0.00122	0.202	0.55732	0	FF	GIANT_BMI_HEIGHT
70	14	-0.192	-0.00548	0.299	0.73988	0	FF	GIANT_BMI_HEIGHT
73	10	0.583	0.0141	0.361	0.053095	0	FF	GIANT_BMI_HEIGHT
82	11	-0.102	-0.00257	0.288	0.63769	0	FF	GIANT_BMI_HEIGHT
84	3	-0.11	-0.00145	0.535	0.5814	0	FF	GIANT_BMI_HEIGHT
90	6	0.766	0.0143	0.445	0.042735	0	FF	GIANT_BMI_HEIGHT
91	25	0.593	0.0226	0.208	0.002206	0	FF	GIANT_BMI_HEIGHT
93	24	-0.0737	-0.00275	0.209	0.63772	0	FF	GIANT_BMI_HEIGHT
96	19	-0.0225	-0.000749	0.228	0.53932	0	FF	GIANT_BMI_HEIGHT
105	2	-0.873	-0.00941	0.872	0.84159	0	FF	GIANT_BMI_HEIGHT
121	9	-0.132	-0.00303	0.351	0.64718	0	FF	GIANT_BMI_HEIGHT
140	9	-0.0705	-0.00161	0.311	0.58958	0	FF	GIANT_BMI_HEIGHT
148	10	0.605	0.0146	0.287	0.01746	0	FF	GIANT_BMI_HEIGHT
152	21	-0.0264	-0.000923	0.222	0.54735	0	FF	GIANT_BMI_HEIGHT
170	5	-0.122	-0.00209	0.477	0.60125	0	FF	GIANT_BMI_HEIGHT
174	17	0.00442	0.000139	0.228	0.49227	0	FF	GIANT_BMI_HEIGHT
180	13	-0.0415	-0.00114	0.287	0.5575	0	FF	GIANT_BMI_HEIGHT
201	28	-0.0649	-0.00262	0.199	0.62757	0	FF	GIANT_BMI_HEIGHT
202	30	-0.00467	-0.000195	0.179	0.51041	0	FF	GIANT_BMI_HEIGHT
206	3	-0.197	-0.0026	0.706	0.60992	0	FF	GIANT_BMI_HEIGHT
215	32	-0.256	-0.011	0.176	0.92675	0	FF	GIANT_BMI_HEIGHT
221	14	-0.172	-0.00491	0.291	0.72248	0	FF	GIANT_BMI_HEIGHT
222	19	-0.0236	-0.000784	0.248	0.53796	0	FF	GIANT_BMI_HEIGHT
281	23	-0.131	-0.00477	0.211	0.73228	0	FF	GIANT_BMI_HEIGHT
306	3	-0.606	-0.008	0.655	0.82242	0	FF	GIANT_BMI_HEIGHT
307	34	0.257	0.0114	0.167	0.061673	0	FF	GIANT_BMI_HEIGHT
312	14	-0.0115	-0.000329	0.25	0.51834	0	FF	GIANT_BMI_HEIGHT
317	37	0.104	0.00481	0.171	0.27185	0	FF	GIANT_BMI_HEIGHT
319	25	-0.267	-0.0102	0.194	0.91567	0	FF	GIANT_BMI_HEIGHT
337	13	0.123	0.00337	0.284	0.33302	0	FF	GIANT_BMI_HEIGHT
338	19	0.138	0.0046	0.242	0.28347	0	FF	GIANT_BMI_HEIGHT
343	26	0.394	0.0153	0.209	0.029614	0	FF	GIANT_BMI_HEIGHT
347	17	-0.256	-0.00806	0.278	0.82148	0	FF	GIANT_BMI_HEIGHT
353	28	-0.101	-0.00407	0.179	0.71377	0	FF	GIANT_BMI_HEIGHT
363	11	0.343	0.00866	0.336	0.15386	0	FF	GIANT_BMI_HEIGHT
369	16	-0.0168	-0.000511	0.241	0.52777	0	FF	GIANT_BMI_HEIGHT
371	23	0.194	0.00708	0.207	0.17511	0	FF	GIANT_BMI_HEIGHT
375	26	-0.168	-0.00652	0.199	0.80019	0	FF	GIANT_BMI_HEIGHT
392	19	-0.0988	-0.00328	0.218	0.67453	0	FF	GIANT_BMI_HEIGHT
403	8	-0.31	-0.00668	0.406	0.77705	0	FF	GIANT_BMI_HEIGHT
407	20	0.552	0.0188	0.244	0.01183	0	FF	GIANT_BMI_HEIGHT
419	27	0.116	0.0046	0.187	0.26722	0	FF	GIANT_BMI_HEIGHT
421	25	-0.229	-0.00874	0.193	0.88335	0	FF	GIANT_BMI_HEIGHT
435	14	0.712	0.0203	0.268	0.0038957	0	FF	GIANT_BMI_HEIGHT
439	19	0.146	0.00484	0.208	0.24197	0	FF	GIANT_BMI_HEIGHT
451	23	0.109	0.004	0.181	0.27258	0	FF	GIANT_BMI_HEIGHT
468	4	-0.735	-0.0112	0.612	0.88512	0	FF	GIANT_BMI_HEIGHT
474	6	-0.809	-0.0151	0.439	0.96737	0	FF	GIANT_BMI_HEIGHT
476	3	-0.117	-0.00155	0.642	0.57253	0	FF	GIANT_BMI_HEIGHT
477	30	-0.0597	-0.00249	0.181	0.62907	0	FF	GIANT_BMI_HEIGHT
487	7	0.0393	0.000793	0.439	0.46429	0	FF	GIANT_BMI_HEIGHT
489	15	-0.0203	-6e-04	0.256	0.53156	0	FF	GIANT_BMI_HEIGHT
26	39	-0.0219	-0.00104	0.164	0.55304	0	FF	GIANT_BMI_HEIGHT
2	31	-0.00515	-0.000213	0.173	0.51184	0	CG	Neuroticism
3	14	0.088	0.00244	0.26	0.36744	0	CG	Neuroticism
8	12	0.168	0.00433	0.23	0.23168	0	CG	Neuroticism
11	15	-0.17	-0.00488	0.204	0.79707	0	CG	Neuroticism
13	12	-0.367	-0.00945	0.249	0.92972	0	CG	Neuroticism
16	11	-0.163	-0.00401	0.224	0.76705	0	CG	Neuroticism
19	17	-0.0866	-0.00265	0.214	0.65706	0	CG	Neuroticism
23	23	0.0644	0.00229	0.168	0.35076	0	CG	Neuroticism
27	16	0.26	0.00772	0.191	0.08693	0	CG	Neuroticism
30	23	-0.176	-0.00626	0.19	0.82239	0	CG	Neuroticism
38	7	0.3	0.0059	0.338	0.18743	0	CG	Neuroticism
40	15	0.249	0.00717	0.226	0.13537	0	CG	Neuroticism
42	16	-0.521	-0.0155	0.243	0.9841	0	CG	Neuroticism
46	12	0.255	0.00655	0.235	0.13897	0	CG	Neuroticism
49	10	-0.015	-0.000352	0.26	0.52303	0	CG	Neuroticism
61	15	0.44	0.0126	0.231	0.028623	0	CG	Neuroticism
74	7	0.104	0.00203	0.304	0.3668	0	CG	Neuroticism
75	18	0.22	0.00694	0.202	0.1377	0	CG	Neuroticism
78	7	0.251	0.00492	0.283	0.18826	0	CG	Neuroticism
87	26	0.0402	0.00152	0.174	0.40878	0	CG	Neuroticism
88	28	-0.0152	-0.000595	0.156	0.53872	0	CG	Neuroticism
89	24	-0.0277	-0.00101	0.149	0.57389	0	CG	Neuroticism
106	21	-0.00492	-0.000167	0.197	0.50996	0	CG	Neuroticism
108	9	0.228	0.00509	0.286	0.2122	0	CG	Neuroticism
111	21	0.143	0.00486	0.182	0.2159	0	CG	Neuroticism
112	19	0.278	0.00899	0.208	0.090479	0	CG	Neuroticism
113	16	0.394	0.0117	0.205	0.027484	0	CG	Neuroticism
116	29	-0.0295	-0.00118	0.153	0.57642	0	CG	Neuroticism
117	11	-0.21	-0.00517	0.286	0.76871	0	CG	Neuroticism
118	14	0.211	0.00587	0.229	0.17822	0	CG	Neuroticism
119	9	0.303	0.00675	0.352	0.19447	0	CG	Neuroticism
122	27	0.107	0.00413	0.156	0.24601	0	CG	Neuroticism
132	12	-0.2	-0.00513	0.261	0.77788	0	CG	Neuroticism
134	19	-0.142	-0.00459	0.19	0.77195	0	CG	Neuroticism
147	10	0.0673	0.00158	0.313	0.41491	0	CG	Neuroticism
149	4	-0.286	-0.00425	0.475	0.72666	0	CG	Neuroticism
150	3	-0.707	-0.00909	0.407	0.95873	0	CG	Neuroticism
151	11	0.0323	0.000794	0.289	0.45565	0	CG	Neuroticism
154	29	-0.374	-0.0149	0.153	0.99284	0	CG	Neuroticism
158	26	0.345	0.013	0.173	0.023068	0	CG	Neuroticism
171	9	0.218	0.00485	0.318	0.24708	0	CG	Neuroticism
176	20	0.302	0.01	0.192	0.058138	0	CG	Neuroticism
187	22	0.0451	0.00157	0.185	0.40355	0	CG	Neuroticism
188	10	-0.627	-0.0147	0.287	0.9855	0	CG	Neuroticism
189	27	0.215	0.00829	0.168	0.10024	0	CG	Neuroticism
194	22	0.0467	0.00163	0.175	0.39474	0	CG	Neuroticism
196	9	0.226	0.00503	0.318	0.23893	0	CG	Neuroticism
200	9	0.169	0.00377	0.236	0.23606	0	CG	Neuroticism
207	20	0.159	0.00527	0.185	0.19498	0	CG	Neuroticism
209	27	-0.106	-0.00409	0.162	0.74369	0	CG	Neuroticism
212	22	0.0476	0.00166	0.17	0.38983	0	CG	Neuroticism
213	25	0.155	0.00576	0.159	0.16452	0	CG	Neuroticism
217	19	-0.235	-0.00761	0.22	0.85744	0	CG	Neuroticism
228	6	0.38	0.0069	0.476	0.21277	0	CG	Neuroticism
231	20	-0.281	-0.00932	0.202	0.9175	0	CG	Neuroticism
234	17	-0.285	-0.00872	0.199	0.92431	0	CG	Neuroticism
237	16	-0.0424	-0.00126	0.234	0.57195	0	CG	Neuroticism
239	23	-0.106	-0.00379	0.189	0.71301	0	CG	Neuroticism
240	7	0.155	0.00304	0.337	0.32305	0	CG	Neuroticism
242	14	-0.0527	-0.00146	0.205	0.60144	0	CG	Neuroticism
249	9	0.178	0.00396	0.353	0.30714	0	CG	Neuroticism
250	23	0.227	0.00808	0.195	0.12188	0	CG	Neuroticism
251	9	0.333	0.00741	0.267	0.10663	0	CG	Neuroticism
257	18	0.307	0.00967	0.217	0.078642	0	CG	Neuroticism
259	11	0.19	0.00468	0.255	0.22865	0	CG	Neuroticism
262	10	-0.277	-0.00651	0.261	0.85596	0	CG	Neuroticism
268	14	-0.266	-0.00739	0.232	0.87458	0	CG	Neuroticism
270	9	0.328	0.00729	0.281	0.12201	0	CG	Neuroticism
271	25	-0.414	-0.0154	0.191	0.98486	0	CG	Neuroticism
272	11	0.381	0.00937	0.301	0.10311	0	CG	Neuroticism
280	27	0.11	0.00424	0.163	0.24961	0	CG	Neuroticism
282	11	-0.0192	-0.000472	0.215	0.53551	0	CG	Neuroticism
302	7	-0.0747	-0.00147	0.394	0.57525	0	CG	Neuroticism
309	12	-0.0871	-0.00224	0.268	0.6273	0	CG	Neuroticism
312	19	0.216	0.007	0.192	0.12969	0	CG	Neuroticism
327	18	-0.0553	-0.00174	0.209	0.6042	0	CG	Neuroticism
332	16	0.235	0.00697	0.2	0.12059	0	CG	Neuroticism
333	26	0.00341	0.000129	0.157	0.49133	0	CG	Neuroticism
334	17	0.0499	0.00153	0.2	0.40116	0	CG	Neuroticism
339	12	0.00565	0.000145	0.247	0.49087	0	CG	Neuroticism
341	11	0.128	0.00315	0.219	0.27952	0	CG	Neuroticism
342	25	-0.24	-0.00891	0.165	0.92679	0	CG	Neuroticism
359	9	-0.144	-0.00322	0.255	0.71451	0	CG	Neuroticism
368	13	0.306	0.00819	0.259	0.11888	0	CG	Neuroticism
369	12	-0.368	-0.00946	0.232	0.9436	0	CG	Neuroticism
370	10	-0.0297	-0.000697	0.31	0.53811	0	CG	Neuroticism
378	7	0.0781	0.00153	0.312	0.40114	0	CG	Neuroticism
380	31	-0.122	-0.00505	0.158	0.78058	0	CG	Neuroticism
381	18	0.268	0.00843	0.228	0.12011	0	CG	Neuroticism
383	15	0.375	0.0108	0.256	0.071486	0	CG	Neuroticism
387	14	0.0561	0.00156	0.227	0.40248	0	CG	Neuroticism
389	15	0.159	0.00458	0.218	0.23261	0	CG	Neuroticism
390	23	-0.217	-0.00772	0.173	0.89475	0	CG	Neuroticism
397	14	0.107	0.00298	0.238	0.32596	0	CG	Neuroticism
402	20	-0.275	-0.00913	0.217	0.89807	0	CG	Neuroticism
405	23	-0.0211	-0.00075	0.173	0.54837	0	CG	Neuroticism
417	4	-0.734	-0.0109	0.369	0.97663	0	CG	Neuroticism
419	29	0.045	0.0018	0.169	0.39498	0	CG	Neuroticism
420	10	0.0122	0.000286	0.253	0.48079	0	CG	Neuroticism
421	9	0.225	0.00501	0.273	0.20497	0	CG	Neuroticism
423	22	0.256	0.00893	0.185	0.082519	0	CG	Neuroticism
424	16	0.106	0.00314	0.225	0.31941	0	CG	Neuroticism
431	6	0.408	0.00742	0.418	0.16438	0	CG	Neuroticism
451	17	-0.0814	-0.00249	0.199	0.65875	0	CG	Neuroticism
454	26	-0.237	-0.00895	0.173	0.91376	0	CG	Neuroticism
470	4	0.221	0.00329	0.564	0.34725	0	CG	Neuroticism
477	20	-0.154	-0.00511	0.189	0.79289	0	CG	Neuroticism
482	11	0.0153	0.000375	0.24	0.47472	0	CG	Neuroticism
486	14	-0.0642	-0.00178	0.225	0.61222	0	CG	Neuroticism
491	17	-0.114	-0.00349	0.214	0.70284	0	CG	Neuroticism
493	19	-0.0676	-0.00219	0.196	0.63514	0	CG	Neuroticism
28	15	-0.0488	-0.0014	0.225	0.58595	0	FF	Neuroticism
34	17	-0.417	-0.0128	0.223	0.9694	0	FF	Neuroticism
50	9	0.464	0.0103	0.284	0.051016	0	FF	Neuroticism
52	15	-0.0779	-0.00224	0.244	0.62516	0	FF	Neuroticism
61	31	0.111	0.00458	0.166	0.25141	0	FF	Neuroticism
70	14	0.768	0.0213	0.251	0.0011218	0	FF	Neuroticism
73	10	-0.181	-0.00426	0.282	0.73956	0	FF	Neuroticism
82	11	-0.0894	-0.0022	0.272	0.62878	0	FF	Neuroticism
84	3	-0.339	-0.00436	0.538	0.73598	0	FF	Neuroticism
90	6	0.175	0.00319	0.394	0.32832	0	FF	Neuroticism
91	27	0.0754	0.00291	0.161	0.31946	0	FF	Neuroticism
93	26	0.00316	0.000119	0.158	0.49202	0	FF	Neuroticism
96	21	0.0808	0.00275	0.175	0.32169	0	FF	Neuroticism
105	2	-0.627	-0.00658	0.737	0.80241	0	FF	Neuroticism
121	9	-0.476	-0.0106	0.285	0.95236	0	FF	Neuroticism
140	9	-0.404	-0.009	0.283	0.92348	0	FF	Neuroticism
148	11	0.0212	0.000522	0.223	0.46212	0	FF	Neuroticism
152	21	-0.102	-0.00348	0.192	0.70314	0	FF	Neuroticism
170	5	0.0716	0.00119	0.4	0.42908	0	FF	Neuroticism
174	18	-0.00868	-0.000273	0.183	0.51894	0	FF	Neuroticism
180	13	-0.143	-0.00383	0.214	0.74862	0	FF	Neuroticism
201	28	-0.147	-0.00576	0.182	0.79014	0	FF	Neuroticism
202	30	0.0588	0.00239	0.158	0.35518	0	FF	Neuroticism
206	3	-0.285	-0.00367	0.6	0.68285	0	FF	Neuroticism
215	32	0.352	0.0148	0.153	0.010851	0	FF	Neuroticism
221	14	-0.225	-0.00625	0.219	0.84841	0	FF	Neuroticism
222	19	0.268	0.00867	0.225	0.1169	0	FF	Neuroticism
281	24	-0.175	-0.00636	0.185	0.82733	0	FF	Neuroticism
306	3	-1.01	-0.013	0.519	0.97407	0	FF	Neuroticism
307	34	0.123	0.00533	0.153	0.20979	0	FF	Neuroticism
312	15	-0.0645	-0.00185	0.199	0.62688	0	FF	Neuroticism
317	37	-0.18	-0.00813	0.129	0.91907	0	FF	Neuroticism
319	25	-0.0195	-0.000725	0.18	0.54312	0	FF	Neuroticism
337	13	0.0326	0.000872	0.227	0.44298	0	FF	Neuroticism
338	19	-0.104	-0.00336	0.177	0.72184	0	FF	Neuroticism
343	26	0.537	0.0203	0.193	0.0027188	0	FF	Neuroticism
347	18	-0.114	-0.00357	0.214	0.70191	0	FF	Neuroticism
353	30	-0.136	-0.00553	0.15	0.81881	0	FF	Neuroticism
363	12	-0.416	-0.0107	0.259	0.94607	0	FF	Neuroticism
369	16	0.417	0.0124	0.188	0.013333	0	FF	Neuroticism
371	23	0.306	0.0109	0.173	0.037959	0	FF	Neuroticism
375	26	-0.309	-0.0117	0.16	0.97378	0	FF	Neuroticism
392	19	-0.231	-0.00748	0.169	0.91445	0	FF	Neuroticism
403	8	0.185	0.00389	0.298	0.26701	0	FF	Neuroticism
407	21	-0.115	-0.00391	0.162	0.76058	0	FF	Neuroticism
419	29	-0.057	-0.00228	0.164	0.63624	0	FF	Neuroticism
421	26	0.0162	0.000611	0.169	0.4619	0	FF	Neuroticism
435	14	-0.167	-0.00463	0.208	0.78889	0	FF	Neuroticism
439	20	-0.0184	-0.000612	0.196	0.53753	0	FF	Neuroticism
451	23	0.183	0.00652	0.168	0.13725	0	FF	Neuroticism
468	4	-0.687	-0.0102	0.515	0.90899	0	FF	Neuroticism
474	7	-0.0687	-0.00135	0.294	0.59244	0	FF	Neuroticism
476	3	-1.19	-0.0153	0.517	0.98946	0	FF	Neuroticism
477	30	-0.0902	-0.00366	0.165	0.70744	0	FF	Neuroticism
487	7	-0.716	-0.0141	0.366	0.97485	0	FF	Neuroticism
489	15	-0.108	-0.0031	0.21	0.69618	0	FF	Neuroticism
26	41	-0.0824	-0.00391	0.134	0.731	0	FF	Neuroticism
2	31	-0.0248	-0.00103	0.157	0.56263	0	CG	PD
3	14	0.178	0.00495	0.22	0.20993	0	CG	PD
8	12	0.0559	0.00144	0.208	0.39415	0	CG	PD
11	15	0.147	0.00424	0.18	0.20702	0	CG	PD
13	12	-0.178	-0.00459	0.244	0.76685	0	CG	PD
16	11	-0.165	-0.00407	0.23	0.76354	0	CG	PD
19	17	-0.434	-0.0133	0.184	0.9908	0	CG	PD
23	23	-0.14	-0.005	0.17	0.79492	0	CG	PD
27	16	-0.348	-0.0104	0.196	0.96238	0	CG	PD
30	23	0.137	0.0049	0.165	0.2034	0	CG	PD
38	7	-0.305	-0.00601	0.3	0.84538	0	CG	PD
40	15	0.0571	0.00165	0.222	0.39873	0	CG	PD
42	16	0.0359	0.00107	0.239	0.44041	0	CG	PD
46	12	0.0446	0.00115	0.232	0.42372	0	CG	PD
49	10	0.107	0.00252	0.263	0.34229	0	CG	PD
61	15	0.132	0.00381	0.229	0.28191	0	CG	PD
74	7	-0.000894	-1.76e-05	0.295	0.50121	0	CG	PD
75	18	0.0238	0.000753	0.192	0.45055	0	CG	PD
78	7	-0.0368	-0.000724	0.332	0.54415	0	CG	PD
87	26	0.0449	0.0017	0.173	0.39741	0	CG	PD
88	28	-0.0782	-0.00308	0.148	0.70087	0	CG	PD
89	24	-0.0642	-0.00234	0.147	0.66862	0	CG	PD
106	20	0.119	0.00396	0.189	0.26433	0	CG	PD
108	9	-0.0565	-0.00126	0.291	0.57704	0	CG	PD
111	21	0.0136	0.000463	0.186	0.47096	0	CG	PD
112	18	0.396	0.0125	0.2	0.02381	0	CG	PD
113	16	0.155	0.0046	0.22	0.24074	0	CG	PD
116	29	-0.173	-0.00695	0.137	0.89679	0	CG	PD
117	11	0.0729	0.0018	0.275	0.39538	0	CG	PD
118	14	0.00909	0.000253	0.219	0.48346	0	CG	PD
119	9	0.339	0.00757	0.272	0.10664	0	CG	PD
122	27	-0.0379	-0.00147	0.146	0.60277	0	CG	PD
132	12	-0.00844	-0.000218	0.24	0.51401	0	CG	PD
134	19	-0.0281	-0.000912	0.184	0.56064	0	CG	PD
147	10	-0.447	-0.0105	0.309	0.92638	0	CG	PD
149	4	0.285	0.00425	0.334	0.19671	0	CG	PD
150	3	-0.405	-0.00522	0.671	0.7268	0	CG	PD
151	11	-0.0765	-0.00189	0.261	0.61549	0	CG	PD
154	29	-0.165	-0.00661	0.148	0.86754	0	CG	PD
158	26	-0.0525	-0.00199	0.168	0.62291	0	CG	PD
171	9	0.241	0.00537	0.313	0.22112	0	CG	PD
176	20	-0.267	-0.00889	0.178	0.93265	0	CG	PD
187	22	0.111	0.00387	0.172	0.26	0	CG	PD
188	9	-0.0572	-0.00128	0.308	0.57375	0	CG	PD
189	27	-0.0889	-0.00344	0.168	0.70153	0	CG	PD
194	22	0.112	0.00392	0.17	0.25402	0	CG	PD
196	9	0.429	0.00957	0.313	0.085469	0	CG	PD
200	9	0.178	0.00397	0.222	0.21214	0	CG	PD
207	19	-0.038	-0.00123	0.183	0.58235	0	CG	PD
209	27	-0.0666	-0.00257	0.156	0.66556	0	CG	PD
212	22	0.0503	0.00176	0.176	0.38765	0	CG	PD
213	25	-0.0258	-0.000961	0.155	0.56612	0	CG	PD
217	19	-0.226	-0.00734	0.198	0.87375	0	CG	PD
228	6	0.0936	0.00171	0.398	0.40717	0	CG	PD
231	20	0.189	0.0063	0.195	0.1663	0	CG	PD
234	16	-0.0122	-0.000364	0.191	0.52547	0	CG	PD
237	16	-0.41	-0.0122	0.238	0.95766	0	CG	PD
239	23	0.224	0.008	0.185	0.11347	0	CG	PD
240	7	-0.698	-0.0137	0.33	0.98261	0	CG	PD
242	14	-0.181	-0.00504	0.207	0.80927	0	CG	PD
249	9	0.19	0.00424	0.337	0.28664	0	CG	PD
250	23	-0.176	-0.00628	0.196	0.81539	0	CG	PD
251	9	0.127	0.00283	0.268	0.31855	0	CG	PD
257	17	-0.121	-0.00371	0.229	0.70068	0	CG	PD
259	11	-0.0481	-0.00119	0.258	0.57382	0	CG	PD
262	10	-0.221	-0.0052	0.257	0.80471	0	CG	PD
268	14	-0.482	-0.0134	0.236	0.97946	0	CG	PD
270	9	0.137	0.00305	0.267	0.30418	0	CG	PD
271	25	0.134	0.00498	0.183	0.23237	0	CG	PD
272	11	0.161	0.00397	0.265	0.27203	0	CG	PD
280	26	-0.0438	-0.00166	0.157	0.6102	0	CG	PD
282	11	-0.49	-0.0121	0.223	0.98601	0	CG	PD
302	7	0.401	0.0079	0.377	0.14379	0	CG	PD
309	12	0.161	0.00416	0.238	0.24839	0	CG	PD
312	19	0.232	0.00754	0.188	0.10859	0	CG	PD
327	18	-0.222	-0.00702	0.218	0.84652	0	CG	PD
332	16	0.0443	0.00132	0.179	0.40217	0	CG	PD
333	26	0.0745	0.00283	0.152	0.31241	0	CG	PD
334	17	0.0938	0.00288	0.184	0.30534	0	CG	PD
339	12	-0.108	-0.00278	0.239	0.67392	0	CG	PD
341	11	0.2	0.00494	0.212	0.1725	0	CG	PD
342	25	0.0131	0.000487	0.163	0.46803	0	CG	PD
359	9	0.0866	0.00193	0.295	0.38446	0	CG	PD
368	13	0.108	0.00289	0.254	0.33559	0	CG	PD
369	11	0.244	0.00602	0.232	0.14659	0	CG	PD
370	10	0.26	0.00611	0.297	0.19126	0	CG	PD
378	7	-0.188	-0.0037	0.327	0.71757	0	CG	PD
380	31	0.241	0.00998	0.153	0.057848	0	CG	PD
381	19	-0.114	-0.0037	0.193	0.72213	0	CG	PD
383	14	0.143	0.00399	0.21	0.24716	0	CG	PD
387	14	0.228	0.00636	0.236	0.16719	0	CG	PD
389	15	0.208	0.00599	0.206	0.15659	0	CG	PD
390	23	0.098	0.0035	0.179	0.29178	0	CG	PD
397	14	-0.231	-0.00643	0.228	0.84478	0	CG	PD
402	20	-0.217	-0.00723	0.237	0.82051	0	CG	PD
405	23	-0.0138	-0.000491	0.18	0.53048	0	CG	PD
417	4	0.424	0.00631	0.528	0.21106	0	CG	PD
419	29	-0.151	-0.00606	0.155	0.83537	0	CG	PD
420	10	0.245	0.00578	0.239	0.15228	0	CG	PD
421	9	-7.51e-05	-1.68e-06	0.258	0.50012	0	CG	PD
423	22	-0.0936	-0.00327	0.174	0.70453	0	CG	PD
424	16	0.424	0.0126	0.219	0.026403	0	CG	PD
431	6	-0.293	-0.00534	0.327	0.81473	0	CG	PD
451	17	-0.171	-0.00525	0.21	0.79257	0	CG	PD
454	26	-0.0253	-0.000959	0.184	0.55465	0	CG	PD
470	4	0.432	0.00644	0.558	0.219	0	CG	PD
477	20	0.122	0.00408	0.191	0.26098	0	CG	PD
482	11	0.0757	0.00187	0.241	0.37654	0	CG	PD
486	14	0.0813	0.00226	0.207	0.34699	0	CG	PD
491	16	0.225	0.00669	0.201	0.13157	0	CG	PD
493	19	0.231	0.00749	0.207	0.13238	0	CG	PD
28	14	-0.162	-0.00451	0.204	0.78618	0	FF	PD
34	17	0.0239	0.000732	0.201	0.45266	0	FF	PD
50	10	-0.158	-0.00373	0.268	0.72283	0	FF	PD
52	15	-0.0518	-0.00149	0.231	0.58878	0	FF	PD
61	30	0.0369	0.00151	0.156	0.40659	0	FF	PD
70	14	-0.0935	-0.00261	0.256	0.6425	0	FF	PD
73	10	-0.0393	-0.000926	0.239	0.56533	0	FF	PD
82	11	-0.144	-0.00357	0.247	0.72063	0	FF	PD
84	3	0.259	0.00334	0.562	0.32254	0	FF	PD
90	6	0.025	0.000455	0.406	0.47549	0	FF	PD
91	26	-0.105	-0.00398	0.164	0.73885	0	FF	PD
93	26	0.0847	0.00321	0.149	0.28521	0	FF	PD
96	21	-0.11	-0.00376	0.183	0.7268	0	FF	PD
105	2	-0.244	-0.00257	0.719	0.63266	0	FF	PD
121	9	0.244	0.00545	0.288	0.19853	0	FF	PD
140	9	-0.079	-0.00176	0.286	0.60894	0	FF	PD
148	11	0.218	0.00539	0.218	0.15765	0	FF	PD
152	21	-0.178	-0.00606	0.185	0.83162	0	FF	PD
170	5	0.118	0.00196	0.386	0.38024	0	FF	PD
174	18	0.0171	0.000541	0.194	0.46486	0	FF	PD
180	13	-0.0935	-0.00251	0.222	0.6635	0	FF	PD
201	28	-0.234	-0.00923	0.183	0.89945	0	FF	PD
202	30	0.0692	0.00282	0.151	0.32357	0	FF	PD
206	3	0.29	0.00374	0.585	0.31	0	FF	PD
215	32	-0.0682	-0.00287	0.154	0.67163	0	FF	PD
221	14	-0.117	-0.00325	0.243	0.68454	0	FF	PD
222	19	0.0843	0.00274	0.222	0.35213	0	FF	PD
281	24	0.0731	0.00266	0.171	0.33495	0	FF	PD
306	3	-0.458	-0.00591	0.555	0.79529	0	FF	PD
307	34	0.0361	0.00157	0.142	0.39967	0	FF	PD
312	14	-0.151	-0.00421	0.21	0.7638	0	FF	PD
317	37	0.158	0.00714	0.135	0.12155	0	FF	PD
319	25	-0.103	-0.00384	0.176	0.72143	0	FF	PD
337	13	-0.306	-0.00822	0.216	0.9217	0	FF	PD
338	19	-0.0362	-0.00117	0.188	0.57646	0	FF	PD
343	26	-0.13	-0.00495	0.198	0.74453	0	FF	PD
347	18	0.138	0.00436	0.211	0.25695	0	FF	PD
353	30	0.0659	0.00269	0.135	0.3131	0	FF	PD
363	12	0.241	0.00622	0.251	0.16834	0	FF	PD
369	16	-0.236	-0.00703	0.204	0.87632	0	FF	PD
371	23	0.0521	0.00186	0.172	0.38139	0	FF	PD
375	26	-0.082	-0.00311	0.157	0.69975	0	FF	PD
392	19	-0.14	-0.00455	0.173	0.79068	0	FF	PD
403	8	-0.0873	-0.00184	0.292	0.61747	0	FF	PD
407	21	-0.123	-0.0042	0.173	0.76182	0	FF	PD
419	29	-0.347	-0.0139	0.163	0.98365	0	FF	PD
